,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
273,1449872,02.03.2021dne07:16,"
24dni,18h,4min.
",9385-krat,"

69.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,2.,2,4-sobno,"75,18 m²","105,00 m²",1895,2016,,F (150 - 210 kWh/m2a),,2,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",
274,6425808,02.03.2021dne00:18,"
doprodaje",63-krat,"

244.804 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,,4,3-sobno,"90,40 m²","102,40 m²",2021,,,B2 (25 - 35 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,100108-346
275,6425803,02.03.2021dne00:18,"
doprodaje",80-krat,"

149.343 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,,4,2-sobno,,"63,40 m²",2021,,,B2 (25 - 35 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,100108-345
276,6425781,02.03.2021dne00:17,"
doprodaje",82-krat,"

122.229 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,,4,"1,5-sobno","43,20 m²","58,30 m²",2021,,,B2 (25 - 35 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,"Atrij, Terasa",,100108-344
277,6425777,02.03.2021dne00:17,"
doprodaje",110-krat,"

188.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Dragomelj",V večstanovanjski stavbi,,2,"2,5-sobno","56,00 m²","85,00 m²",2003,2009,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,107210-62
278,6425727,02.03.2021dne00:14,"
doprodaje",204-krat,"

150.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,,2,3-sobno,"85,00 m²","85,00 m²",1954,2020,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS00709MN
279,6425717,02.03.2021dne00:13,"
doprodaje",303-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,,,3-sobno,,,1956,,,,,,,,490281026-102
280,6425707,02.03.2021dne00:12,"
doprodaje",67-krat,"

332.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuška gmajna",,,1,3-sobno,,,2004,,,,,,,,490191096-18
281,6424695,01.03.2021dne19:49,"
25dni,0h,22min.
",1042-krat,"

87.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,4.,5,2-sobno,"53,20 m²","47,00 m²",1968,,Popolnoma opremljeno,C (35 - 60 kWh/m2a),,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",
282,6424574,01.03.2021dne19:26,"
doprodaje",196-krat,"

136.875 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,Pritličje,7,3-sobno,"67,50 m²","116,00 m²",2019,,,B1 (15 - 25 kWh/m2a),,,,,
283,6424549,01.03.2021dne19:22,"
doprodaje",100-krat,"

164.250 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,Visoko pritličje,7,3-sobno,"82,00 m²","135,00 m²",2019,,,B1 (15 - 25 kWh/m2a),,,Terasa,,
284,6424505,01.03.2021dne19:17,"
doprodaje",62-krat,"

229.950 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,7.,7,4-sobno,"123,60 m²","220,70 m²",2019,,,B1 (15 - 25 kWh/m2a),,,Terasa,,
285,6424480,01.03.2021dne19:12,"
doprodaje",92-krat,"

240.900 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,7.,7,4-sobno,"124,90 m²","229,30 m²",2019,,,B1 (15 - 25 kWh/m2a),,,Terasa,,
286,2608702,01.03.2021dne16:33,"
16dni,20h,13min.
",2669-krat,"
podogovoru",Cena na m²,Prodam,"Savinjska, Vitanje, Vitanje",V večstanovanjski stavbi,,,Garsonjera,"1,00 m²",,,,,,,,,,
287,1460142,01.03.2021dne16:09,"
16dni,19h,48min.
",9028-krat,"

86.000 €
",Skupna cena,Prodam,"Zasavska, Zagorje ob Savi, Kisovec",V večstanovanjski stavbi,1.,4,3-sobno,,"70,00 m²",1960,2015,Delno opremljeno,C (35 - 60 kWh/m2a),,,Balkon,,
288,5646709,01.03.2021dne14:46,"
doprodaje",950-krat,"

84.753 €
",Skupna cena,Prodam,"Podravska, Benedikt, Sv. Trije Kralji v Slov. Gor.",,1.,3,3-sobno,,"65,70 m²",2020,,,,,2,Loža,,PS4645684MR - 5
289,6423098,01.03.2021dne14:30,"
16dni,18h,9min.
",889-krat,"

56.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,,1,1-sobno,"34,00 m²","35,00 m²",1965,2014,,,Možna menjava za drugo nepremičnino,,,,
290,6422920,01.03.2021dne13:56,"
doprodaje",74-krat,"

750.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V hiši,,2,5-sobno,"200,00 m²","230,00 m²",2016,,Neopremljeno,EI v izdelavi,,,"Balkon, Terasa",Vrt/dvorišče,SP3452
291,6422869,01.03.2021dne13:46,"
doprodaje",43-krat,"

520.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V hiši,Pritličje,2,3-sobno,"100,00 m²",,2016,,Neopremljeno,EI v izdelavi,,,"Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje",SP3451
292,6422696,01.03.2021dne13:13,"
doprodaje",248-krat,"

139.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",,Pritličje,15,Garsonjera,"40,90 m²",,1984,2021,,F (150 - 210 kWh/m2a),,,,,R56
293,6422613,01.03.2021dne12:53,"
16dni,16h,32min.
",147-krat,"

65.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Litija, Litija",,5.,5,Garsonjera,"26,80 m²",,1970,2021,,C (35 - 60 kWh/m2a),,,,,
294,1457293,01.03.2021dne12:27,"
16dni,16h,6min.
",3825-krat,"

150.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1,"4,5-sobno","131,00 m²","140,00 m²",1900,2000,Neopremljeno,EI ni potrebna (334. člen EZ-1),Možna menjava za drugo nepremičnino,brez pripadajočega parkirišča,Atrij,,
295,4536935,01.03.2021dne12:21,"
16dni,16h,0min.
",2172-krat,"

1.300 €
",Cena na m²,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1,"2,5-sobno","67,00 m²","71,00 m²",1900,1990,Potrebno obnove,EI ni potrebna (334. člen EZ-1),,,,,
296,4536846,01.03.2021dne12:20,"
16dni,15h,59min.
",1967-krat,"

1.300 €
",Cena na m²,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1,"2,5-sobno","64,00 m²","68,00 m²",1900,2000,Neopremljeno,EI ni potrebna (334. člen EZ-1),Možna menjava za drugo nepremičnino,,,,
297,6420998,01.03.2021dne06:53,"
16dni,10h,32min.
",1627-krat,"

115.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,3.,5,1-sobno,"35,70 m²","33,56 m²",1964,2005,Neopremljeno,,,,Balkon,,
298,6058576,01.03.2021dne05:59,"
16dni,9h,38min.
",1297-krat,"

55.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",,2.,,3-sobno,"70,80 m²","100,80 m²",1945,,Delno opremljeno,F (201 do 250 kWh/m2a) - HR,,,,,
299,6418799,01.03.2021dne04:03,"
doprodaje",330-krat,"

79.000 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",,,,3-sobno,,,1900,,,E (105 - 150 kWh/m2a),,,,,490271003-296
300,6418772,01.03.2021dne04:01,"
doprodaje",90-krat,"

255.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,5.,6,,"82,00 m²","82,00 m²",2000,2010,,,,,,,PS00708PD
301,3131967,28.02.2021dne21:39,"
16dni,1h,18min.
",3953-krat,"

52.000 €
",Skupna cena,Prodam,"Pomurska, Ljutomer, Ljutomer",V večstanovanjski stavbi,2.,2,3-sobno,"70,16 m²","64,00 m²",,,Popolnoma opremljeno,,,,,,
302,4183410,28.02.2021dne18:45,"
15dni,22h,24min.
",1151-krat,"
podogovoru",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Pragersko",V večstanovanjski stavbi,1.,3,2-sobno,"59,00 m²","59,00 m²",,,Popolnoma opremljeno,,,,Balkon,Vrt/dvorišče,
303,6417085,28.02.2021dne17:51,"
15dni,21h,29min.
",726-krat,"

109.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,1.,3,2-sobno,"76,40 m²",,1910,2000,Delno opremljeno,D (60 - 105 kWh/m2a),,,"Balkon, Zaprt balkon",,
304,6417074,28.02.2021dne17:48,"
15dni,21h,27min.
",196-krat,"

133.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,3.,4,1-sobno,"32,00 m²","39,90 m²",1968,,Popolnoma opremljeno,D (60 - 105 kWh/m2a),Možna menjava za drugo nepremičnino,,Balkon,,
305,6233157,28.02.2021dne17:37,"
24dni,0h,36min.
",369-krat,"

149.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,1.,4,4-sobno,"102,00 m²","102,00 m²",1931,2018,Popolnoma opremljeno,A2 (10 - 15 kWh/m2a),Možna menjava za drugo nepremičnino,,"Balkon, Loža","Vrt/dvorišče, Lopa za shranjevanje",
306,6416663,28.02.2021dne16:50,"
15dni,20h,29min.
",260-krat,"

155.000 €
",Skupna cena,Prodam,"Podravska, Rače, Rače",V večstanovanjski stavbi,1.,3,"2,5-sobno","77,00 m²","87,00 m²",2009,,Popolnoma opremljeno,EI v izdelavi,,2,Loža,,
307,6416000,28.02.2021dne14:53,"
15dni,18h,32min.
",345-krat,"

127.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,1.,6,"2,5-sobno","72,00 m²","72,00 m²",1987,,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,,Balkon,,
308,2587617,28.02.2021dne11:33,"
15dni,15h,12min.
",3881-krat,"

110.000 €
",Skupna cena,Prodam,"Podravska, Benedikt, Benedikt",V večstanovanjski stavbi,3.,3,4-sobno,"144,53 m²","105,00 m²",2008,2013,Popolnoma opremljeno,C (35 - 60 kWh/m2a),,,Terasa,,
309,6413962,28.02.2021dne09:37,"
15dni,13h,15min.
",1110-krat,"

140.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,,4,4-sobno,"78,80 m²",,1991,,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,,Balkon,,
310,6408753,27.02.2021dne20:15,"
14dni,23h,54min.
",122-krat,"

800 €
",Cena na m²,Prodam,"Pomurska, Lendava, Lendava",V večstanovanjski stavbi,4.,4,3-sobno,"85,00 m²","85,00 m²",,2016,Popolnoma opremljeno,,,,Zaprt balkon,"Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar, Bazen",
311,6408461,27.02.2021dne19:13,"
14dni,22h,51min.
",464-krat,"

100.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Slavko Šlander",V večstanovanjski stavbi,5.,5,"2,5-sobno","58,00 m²","58,00 m²",,,,,Možna menjava za drugo nepremičnino,,Balkon,,
312,6405277,27.02.2021dne07:55,"
14dni,11h,33min.
",260-krat,"

215.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Prule",,1.,4,2-sobno,,"53,00 m²",1961,2015,,,,,Balkon,,
313,6401636,27.02.2021dne00:19,"
doprodaje",252-krat,"

224.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,3,4-sobno,"116,80 m²","127,00 m²",1910,2017,Neopremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,100105-231
314,6401614,27.02.2021dne00:18,"
doprodaje",172-krat,"

218.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,12,3-sobno,"54,10 m²","57,50 m²",1965,2013,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,"Balkon, Zaprt balkon",,101179-294
315,6401581,27.02.2021dne00:16,"
doprodaje",3231-krat,"

85.000 €
",Skupna cena,Prodam,"Koroška, Dravograd, Dravograd",V večstanovanjski stavbi,,3,3-sobno,"64,40 m²","71,10 m²",1949,2015,Popolnoma opremljeno,D (60 - 105 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,111213-71
316,6401530,27.02.2021dne00:11,"
doprodaje",906-krat,"

76.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,4,1-sobno,,,1860,,,,,,,,490111001-728
317,1448238,26.02.2021dne19:40,"
13dni,23h,19min.
",5966-krat,"

69.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,2.,,3-sobno,"75,20 m²",,,2005,,,,,,,
318,6099915,26.02.2021dne19:30,"
13dni,23h,8min.
",423-krat,"

75.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Šentjernej, Gorenji Maharovec",V hiši,,1,3-sobno,"120,00 m²","800,00 m²",1978,2015,Popolnoma opremljeno,,,4,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",
319,4934520,26.02.2021dne16:58,"
13dni,20h,36min.
",1778-krat,"

120.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",,1.,,3-sobno,"78,83 m²",,1800,2020,,,,,,,
320,6180961,26.02.2021dne15:15,"
29dni,1h,5min.
",1807-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,5.,5,3-sobno,"65,10 m²","69,30 m²",1968,2015,Delno opremljeno,EI ni potrebna (334. člen EZ-1),,,"Balkon, Zaprt balkon",,
321,6399426,26.02.2021dne13:00,"
doprodaje",729-krat,"

92.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,Pritličje,7,2-sobno,"54,20 m²",,1965,2007,,EI v izdelavi,,,,,PE9428
322,6098652,26.02.2021dne12:14,"
13dni,15h,53min.
",4093-krat,"

77.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,1.,2,2-sobno,"53,70 m²","111,70 m²",1890,2019,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,2,,Vrt/dvorišče,
323,4887729,26.02.2021dne09:31,"
doprodaje",760-krat,"

95.202 €
",Skupna cena,Prodam,"Podravska, Benedikt, Sv. Trije Kralji v Slov. Gor.",V večstanovanjski stavbi,2.,3,3-sobno,"73,00 m²","73,00 m²",2020,,,,,brez pripadajočega parkirišča,,,PS4645689MR - 10
324,5914144,26.02.2021dne08:39,"
13dni,12h,18min.
",485-krat,"

85.000 €
",Skupna cena,Prodam,"Koroška, Vuzenica, Vuzenica",V večstanovanjski stavbi,3.,4,3-sobno,"71,00 m²",,1980,2015,Popolnoma opremljeno,,,,Balkon,,
325,5606961,26.02.2021dne08:38,"
13dni,12h,16min.
",447-krat,"

65.000 €
",Skupna cena,Prodam,"Savinjska, Radeče, Radeče",V hiši,1.,3,2-sobno,"55,00 m²","94,00 m²",1900,2013,,EI v izdelavi,,,"Balkon, Terasa",,
326,5328195,26.02.2021dne08:38,"
13dni,12h,16min.
",776-krat,"

114.990 €
",Skupna cena,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,3.,3,,"269,30 m²",,1700,1998,Nedokončana gradnja,EI v izdelavi,,,,,
327,6397911,26.02.2021dne06:55,"
13dni,10h,33min.
",1127-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,4.,4,2-sobno,"53,00 m²","55,00 m²",1960,2010,Popolnoma opremljeno,B1 (15 - 25 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,
328,6394325,26.02.2021dne00:19,"
doprodaje",106-krat,"

138.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Omišalj",V večstanovanjski stavbi,,5,"3,5-sobno","85,70 m²","98,00 m²",1990,2017,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,101215-62
329,6394171,26.02.2021dne00:12,"
doprodaje",503-krat,"

139.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",,,,1-sobno,,,1984,,,E (105 - 150 kWh/m2a),,,,,490191024-444
330,6034200,25.02.2021dne12:50,"
12dni,16h,29min.
",609-krat,"
podogovoru",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",V večstanovanjski stavbi,5.,8,4-sobno,"72,00 m²","72,00 m²",1965,2016,Delno opremljeno,EI v izdelavi,Možna menjava za drugo nepremičnino,,Zaprt balkon,,
331,6391628,25.02.2021dne12:12,"
12dni,15h,51min.
",508-krat,"

105 €
",Skupna cena,Prodam,"Savinjska, Štore, Štore",V večstanovanjski stavbi,2.,4,2-sobno,"61,00 m²","65,00 m²",2009,2020,Popolnoma opremljeno,,,1,Balkon,,
332,4891654,25.02.2021dne11:34,"
12dni,15h,13min.
",729-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Studenec",,Visoko pritličje,,4-sobno,"96,00 m²",,2007,,Neopremljeno,D (60 - 105 kWh/m2a),,,,,
333,6391243,25.02.2021dne10:43,"
12dni,14h,21min.
",132-krat,"
podogovoru",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,Pritličje,5,Drugo,,"70,20 m²",2005,,,,,,Atrij,,
334,4526571,25.02.2021dne09:30,"
doprodaje",628-krat,"

239.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,Pritličje,,4-sobno,,"95,00 m²",2006,2017,,C (35 - 60 kWh/m2a),,3,"Terasa, Atrij","Vrt/dvorišče, Vrtna uta",7
335,6390398,25.02.2021dne06:48,"
12dni,10h,26min.
",118-krat,"
podogovoru",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,7.,7,3-sobno,"80,00 m²","100,00 m²",1981,2017,Popolnoma opremljeno,,,,"Balkon, Zaprt balkon",,
336,3971372,25.02.2021dne00:37,"
12dni,4h,15min.
",2174-krat,"

75.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Šmartno pri Litiji, Mala Kostrevnica",V hiši,Visoko pritličje,2,1-sobno,"34,60 m²","34,60 m²",1917,2000,Delno opremljeno,G (210+ kWh/m2a),,,,,
337,6386412,25.02.2021dne00:27,"
doprodaje",218-krat,"

215.000 €
",Skupna cena,Prodam,"Gorenjska, Radovljica, Radovljica",,,2,4-sobno,,,1950,,,E (105 - 150 kWh/m2a),,3,,Vrt/dvorišče,490361001-188
338,6386396,25.02.2021dne00:27,"
doprodaje",4237-krat,"

280.000 €
",Skupna cena,Prodam,"Gorenjska, Bled, Bled",,,4,3-sobno,,,1974,,,EI ni potrebna (334. člen EZ-1),,1,,,490361001-201
339,6386371,25.02.2021dne00:27,"
doprodaje",245-krat,"

161.000 €
",Skupna cena,Prodam,"Gorenjska, Bohinj, Bohinjska Bistrica",,,2,3-sobno,,,2019,,,,,1,,,490361001-160
340,6386006,25.02.2021dne00:26,"
doprodaje",90-krat,"

260.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,8,4-sobno,,,1941,,,,,,,,490321060-16
341,6386004,25.02.2021dne00:26,"
doprodaje",95-krat,"

210.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",,Pritličje,1,4-sobno,,,1850,,,,,,,,490321060-24
342,6385992,25.02.2021dne00:26,"
doprodaje",87-krat,"

290.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,7,3-sobno,,,2004,,,C (35 - 60 kWh/m2a),,,,,490321060-25
343,6385990,25.02.2021dne00:26,"
doprodaje",534-krat,"

80.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,2,2-sobno,,,1953,,,E (105 - 150 kWh/m2a),,,,,490321060-38
344,6385982,25.02.2021dne00:26,"
doprodaje",573-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,3-sobno,,,1986,,,,,,,,490321059-21
345,6385967,25.02.2021dne00:26,"
doprodaje",140-krat,"

224.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,4-sobno,,,1910,,,EI ni potrebna (334. člen EZ-1),,,,,490321057-105
346,6385966,25.02.2021dne00:26,"
doprodaje",129-krat,"

236.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-67
347,6385964,25.02.2021dne00:26,"
doprodaje",100-krat,"

254.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-70
348,6385963,25.02.2021dne00:26,"
doprodaje",223-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,2-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-71
349,6385961,25.02.2021dne00:26,"
doprodaje",61-krat,"

244.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-45
350,6385960,25.02.2021dne00:26,"
doprodaje",72-krat,"

198.110 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-75
351,6385959,25.02.2021dne00:26,"
doprodaje",64-krat,"

244.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-43
352,6385958,25.02.2021dne00:26,"
doprodaje",132-krat,"

205.904 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321057-73
353,6385944,25.02.2021dne00:26,"
doprodaje",42-krat,"

150.000 €
",Skupna cena,Prodam,"Podravska, Lovrenc na Pohorju, Lovrenc na Pohorju",,,3,3-sobno,,,2010,,,D (60 - 105 kWh/m2a),,1,,,490321056-16
354,6385943,25.02.2021dne00:26,"
doprodaje",254-krat,"

82.000 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",,,2,2-sobno,,,1939,,,D (60 - 105 kWh/m2a),,,,,490321056-60
355,6385930,25.02.2021dne00:26,"
doprodaje",791-krat,"

37.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,2-sobno,,,1900,,,,,,,,490321055-37
356,6385917,25.02.2021dne00:26,"
doprodaje",221-krat,"

130.000 €
",Skupna cena,Prodam,"Podravska, Kungota, Pesnica",,,,4-sobno,,,2000,,,D (60 - 105 kWh/m2a),,,,,490321055-59
357,6385914,25.02.2021dne00:26,"
doprodaje",152-krat,"

169.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,3-sobno,,,1910,,,EI ni potrebna (334. člen EZ-1),,,,,490321055-73
358,6385913,25.02.2021dne00:26,"
doprodaje",210-krat,"

900 €
",Skupna cena,Prodam,"Podravska, Starše, Marjeta na Dravskem polju",,,,4-sobno,,,1990,,,EI ni potrebna (334. člen EZ-1),,,,,490321055-55
359,6385912,25.02.2021dne00:26,"
doprodaje",257-krat,"

95.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,3-sobno,,,1930,,,EI ni potrebna (334. člen EZ-1),,,,Vrt/dvorišče,490321055-47
360,6385911,25.02.2021dne00:26,"
doprodaje",92-krat,"

900 €
",Skupna cena,Prodam,"Podravska, Starše, Marjeta na Dravskem polju",,,,4-sobno,,,1990,,,EI ni potrebna (334. člen EZ-1),,,,,490321055-54
361,6385901,25.02.2021dne00:26,"
doprodaje",160-krat,"

190.522 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-86
362,6385899,25.02.2021dne00:26,"
doprodaje",142-krat,"

195.479 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-83
363,6385898,25.02.2021dne00:26,"
doprodaje",112-krat,"

185.871 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-76
364,6385897,25.02.2021dne00:26,"
doprodaje",64-krat,"

190.522 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-70
365,6385896,25.02.2021dne00:26,"
doprodaje",61-krat,"

195.479 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-73
366,6385894,25.02.2021dne00:26,"
doprodaje",108-krat,"

249.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-90
367,6385893,25.02.2021dne00:26,"
doprodaje",89-krat,"

205.904 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-91
368,6385891,25.02.2021dne00:26,"
doprodaje",58-krat,"

289.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-87
369,6385889,25.02.2021dne00:26,"
doprodaje",46-krat,"

229.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-88
370,6385888,25.02.2021dne00:26,"
doprodaje",47-krat,"

185.871 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-68
371,6385887,25.02.2021dne00:26,"
doprodaje",87-krat,"

144.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,2-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-98
